ID,Region of residence,Age of Subject,Time spent on Online Class,Rating of Online Class experience,Medium for online class,Time spent on self study,Time spent on fitness,Time spent on sleep,Time spent on social media,Prefered social media platform,Time spent on TV,Number of meals per day,Change in your weight,Healthissueduringlockdown,Stress busters,Time utilized,Relationship with around,What you miss the most
R730,1,23,0,2,0,1,1,9,3,3,0,3,2,0,Listening to music,1,1,Travelling
R731,0,29,2,2,0,2,1,8,0,2,0,2,1,0,Reading books,0,1,nothing
R732,1,20,0,0,0,6,0,9,1,1,1,3,2,0,Sleeping,0,0,Travelling
R733,0,22,1,0,1,4,0.25,10,1,3,0,3,1,0,Sleeping,0,1,.
R734,1,18,2,2,0,3,1,8,2,2,3,3,2,0,Online surfing,1,1,School/college
R735,1,15,4,3,1,4,1,4,3,2,2,3,1,0,Sleeping,1,1,Colleagues
R736,1,19,4,2,1,5,1,8,2,2,1,3,1,0,Meditation,1,1,Travelling
R737,1,20,2,0,1,2,0,9,10,2,1,2,0,0,Online gaming,1,1,Nothing
R738,0,21,1,0,1,4,1,9,1,1,1,3,1,0,Watching web series,1,0,Eating outside
R739,0,21,4,2,0,3,0,8,2,2,1,3,0,0,Online gaming,1,1,Roaming around freely
R740,1,20,4,0,1,1,1,10,2,0,1,3,2,1,Dancing,0,1,Eating outside
R741,1,20,2,2,1,1,2,8,4,4,2,4,0,0,Reading books,0,1,Travelling
R742,0,19,0,0,1,2,1,7,4,0,0,2,1,0,Meditation,0,1,Travelling
R743,0,28,3,3,0,1,0,10,1,1,0,2,2,0,Online gaming,0,1,Eating outside
R744,1,19,6,3,0,6,0,8,2,2,0.5,2,2,0,Listening to music,1,0,Travelling
R745,1,21,2,2,1,2,1,8,1,2,0,3,1,0,Sleeping,0,0,"Friends , relatives"
R746,1,23,0,3,0,3,0,10,4,2,1,3,2,0,Online gaming,0,1,Eating outside
R747,1,20,3,3,0,2,1,7,5,1,2,3,1,0,Reading,0,1,School/college
R748,1,22,4,3,0,2,1,12,2,0,2,3,1,0,Talking,0,1,School/college
R749,1,20,2,2,1,4,1,8,2,2,0,3,2,0,Listening to music,1,1,School/college
R751,0,20,5,3,0,4,1,7,3,2,1,3,2,0,Reading,1,1,Travelling
R752,0,23,3,3,0,2,1,6,1,1,0,2,1,0,Reading,1,1,Eating outside
R753,0,21,2,0,1,2,1,8,4,1,1,4,2,0,Scrolling through social media,0,1,Travelling
R754,1,19,3,0,1,2,1,9,5,0,1,3,1,0,Listening to music,0,0,"Friends , relatives"
R755,0,23,3,3,0,5,0,6,1,2,0,2,1,0,Web Series,0,1,School/college
R756,0,20,4,2,1,2,0,8,2,1,4,3,1,0,Sleeping,1,1,"Friends , relatives"
R757,0,22,2,3,0,2,1,8,2,1,0,4,2,0,Web Series,1,1,Travelling
R758,1,19,2,1,1,2,2,8,3,2,0,4,0,1,Gym,1,0,Roaming around freely
R759,0,21,5,0,1,4,1,7,1,2,0,3,1,0,Meditation,1,1,"Friends , relatives"
R760,0,20,0,0,1,5,0,8,1,2,0,3,0,1,I have no problem of stress ,0,1,I have missed nothing 
R761,0,21,1,0,0,5,1,11,2,0,0,3,2,0,workout,0,1,Eating outside
R762,1,22,5,3,0,3,0,7,2,1,0,3,1,0,Sleeping,1,1,Travelling
R763,1,18,4,3,1,2,0.5,6,2,1,0,4,1,0,Online gaming,1,0,School/college
R764,1,21,1,3,0,1,2,7,2,2,0,3,1,0,Listening to music,1,1,Colleagues
R765,0,22,2,2,0,5,0.3,8,1,3,1,3,2,1,Listening to music,0,0,Roaming around freely
R766,0,20,4,2,0,3,1,9,3,0,1,2,2,0,Meditation,0,1,"Friends , relatives"
R767,1,19,6,0,1,4,2,6,2,0,0,4,0,1,Online gaming,1,1,"Friends , relatives"
R768,1,21,0.5,0,1,2,1,9,1,2,0,3,2,0,Reading books,0,1,Travelling
R769,1,21,1,0,0,0,0,9,3,1,0,3,1,0,Watching web series,0,0,School/college
R770,1,19,4,0,1,2,1,9,7,0,3,3,2,0,Sleeping,0,1,School/college
R771,0,21,2,0,1,2,0,8,1,5,0,3,2,1,Reading books,0,1,School/college
R772,0,23,5.5,4,0,3,1,8,1,1,0,2,0,0,Watching web series,1,1,School/college
R773,1,21,0,0,1,0,0,9,4,2,0,4,2,0,Watching web series,0,0,Eating outside
R774,1,40,6,2,0,3,0,7,2,1,2,3,1,0,No able to reduce the stress ,0,1,Travelling
R775,1,20,4,3,0,1,0,9,2,0,0,3,2,0,Social Media,0,1,School/college
R776,0,40,5,4,0,4,0.5,6,1,1,2,2,1,0,Talking to your relatives,1,1,Travelling
R777,1,19,3,2,1,1,1,6,2,0,0,3,0,0,Watching web series,1,1,School/college
R778,0,18,2,0,0,4,0,8,1.5,0,0,2,1,0,Watching web series,0,0,School/college
R779,1,23,3,2,0,2,1,6,3,5,2,4,1,0,Listening to music,1,1,"Friends , relatives"
R780,0,21,7,2,0,8,0,6,1,3,1,4,2,0,Listening to music,0,1,"Friends , relatives"
R781,0,12,5,2,1,2,1,7,0,6,1,4,1,0,Cooking,1,1,"Friends , relatives"
R782,0,20,0.5,0,1,1,1,8,0.5,1,2.5,3,1,0,"Sleeping, Online games",0,1,All
R784,0,30,4,2,0,3,1,7.8,4,1,2,3,2,0,Watching web series,0,0,Roaming around freely
R785,0,21,5,2,0,1,1,8,2,0,2,4,1,0,Watching web series,1,1,"Friends , relatives"
R786,1,20,1,0,0,0,0,8,4,1,0,4,2,0,Listening to music,0,1,"Friends , relatives"
R787,1,22,3,2,0,5,0,8,2,0,0,2,1,1,Listening to music,1,1,"Friends , relatives"
R788,1,40,1,4,0,2,1,6.7,1,1,1,2,1,0,Online surfing,1,1,"Friends , relatives"
R789,0,24,5,4,0,3,3,8,2,1,2,3,1,0,By engaging in my work.,1,1,ALL
R790,0,18,4,0,1,1,2,9,2,1,0.5,2,0,0,Listening to music,0,1,Roaming around freely
R791,0,22,1,0,1,2,1,5,10,0,0,2,0,0,Watching web series,0,0,Roaming around freely
R792,0,20,7,1,1,2,0,8,3,0,0,2,1,1,Scrolling through social media,0,1,Travelling & Friends
R793,1,35,3,3,0,3,1,7,1,1,1,3,1,0,Sleeping,0,0,School/college
R794,1,40,2,1,1,3,0,5,1,1,1,4,2,0,Watching web series,0,1,School/college
R795,0,18,0,1,0,2,2,7,4,0,1,3,1,0,Online gaming,1,1,School/college
R796,0,19,4,0,1,0,0,7,1,2,0,2,2,0,Listening to music,0,0,Eating outside
R797,1,35,4,2,0,4,2,10,2,4,1,3,1,0,Online gaming,1,1,Roaming around freely
R798,1,16,5,0,0,4,0.5,8,0.5,2,0,3,2,0,Reading books,0,0,Eating outside
R799,0,30,1,3,1,1,1,7,1,1,0,4,1,0,Dancing,0,1,School/college
R800,1,23,5,4,0,2,1,8,1,1,4,3,1,1,Meditation,1,1,"Friends , relatives"
R801,0,19,2,2,0,5,0,9,2,0,0.5,3,2,1,Talking to your relatives,0,1,"Friends , relatives"
R802,0,19,4,0,1,2,1,8,2,2,1,3,1,0,Listening to music,0,1,School/college
R803,0,37,4,3,0,5,1,7,4,0,0,2,2,0,Talking,1,1,Travelling
R804,1,21,3,0,0,2,0,7,1,0,0,2,2,0,Scrolling through social media,0,0,School/college
R805,0,20,3,0,0,4,0,9,2,2,1,4,2,0,Scrolling through social media,1,0,"Friends , relatives"
R806,1,24,0,2,1,1,1,8,1,3,0,3,1,0,Work,1,0,Roaming around freely
R807,1,40,0,2,0,0,1,10,2,1,1,3,2,0,Watching web series,0,1,"Friends , relatives"
R808,0,20,2,0,1,1,0.5,8,2,2,5,3,1,0,Listening to music,0,1,Roaming around freely
R809,0,23,3,1,1,4,0,9,3,4,0,2,2,0,Watching web series,0,1,"Friends , relatives"
R810,1,26,3,0,0,2,1,8,1,2,0,4,2,0,Listening to music,1,1,Roaming around freely
R811,0,20,5,3,1,3,0,7,2,2,2,4,1,0,Online gaming,0,1,Travelling
R812,0,22,0,0,1,4,1,8,0,6,0,4,1,1,"Painting,. Sewing",0,0,Travelling
R813,0,14,5,3,0,4,0,8,2,4,2,3,2,0,Sleeping,0,1,School/college
R814,0,20,0,0,1,1,0,10,4,2,1,3,2,0,Online gaming,0,1,Travelling
R815,0,22,0,2,1,0,0,10,5,4,4,2,1,0,Drawing,0,1,School/college
R816,0,40,5,2,1,2,1,8,4,1,6,3,1,0,Scrolling through social media,1,1,Roaming around freely
R817,0,23,1,1,1,2,1,8,2,0,2,2,2,1,Meditation,0,1,School/college
R818,0,21,3,0,1,2,2,7,3,1,3,2,1,0,Listening to music,1,1,"Friends , relatives"
R819,0,21,5,2,1,5,0,5,2,0,1,2,1,0,Listening to music,1,0,To stay alone. 
R820,1,34,2,2,1,1,1,7,4,1,2,3,2,0,Scrolling through social media,1,1,Travelling
R821,0,40,1,2,1,1,1,8,3,4,2,2,0,0,Forming ,0,1,School/college
R822,0,22,3,3,1,2,1,8,2,2,1,2,1,0,Online gaming,1,0,Colleagues
R823,0,21,2,0,1,0,2,8,4,0,2,2,1,0,Cooking,0,0,Travelling
R824,0,18,2,1,1,1,1,8.5,2,1,3,3,1,0,Listening to music,0,0,School/college
R825,0,22,2,2,0,7,1,9,2,0,0,2,0,0,Scrolling through social media,0,0,Roaming around freely
R826,0,21,0,0,1,2,3,9,1,1,1,1,0,1,Online surfing,0,0,Roaming around freely
R827,0,22,3,0,0,5,1,8,3,4,1,4,1,0,Scrolling through social media,1,1,"Friends , relatives"
R828,0,21,2,3,0,2,2,7,0.5,1,0,4,1,0,Reading,1,1,Colleagues
R829,0,21,3,0,0,12,0,6,1,3,0,2,0,1,Scrolling through social media,0,0,School/college
R830,1,21,2,0,1,3,0,8,2,0,0,2,2,1,Listening to music,0,0,School/college
R831,0,20,4,0,0,4,0,11,3,0,0,3,2,0,Watching web series,0,0,Eating outside
R833,1,21,3,0,0,5,0,7,1,2,0,4,1,0,Online gaming,1,0,Eating outside
R834,0,20,4,2,0,5,0.5,8,1,1,2,3,2,0,Meditation,1,1,"Friends , relatives"
R835,0,21,4,2,0,4,0,6,4,1,0,3,1,0,Meditation,1,1,"Friends , relatives"
R836,1,21,3,0,1,8,1,8,1,1,0,3,1,0,Meditation,1,0,"Friends , relatives"
R837,1,21,5,2,1,6,0,5,2,2,0,3,2,1,Online gaming,1,1,Eating outside
R838,0,40,6,4,0,2,1,6,2,1,2,3,0,0,Listening to music,1,0,School/college
R839,1,20,2,0,1,3,2,8,1,2,1,3,2,0,Listening to music,0,0,School/college
R840,1,22,4,3,0,2,1,8,5,1,0,3,1,0,Social Media,0,1,School/college
R841,1,19,5,2,1,6,1,6,0,1,0,3,1,0,Online surfing,1,1,School/college
R842,1,22,3,3,1,3,0,12,1,2,4,2,1,0,Online gaming,0,0,All
R843,1,20,6,0,0,4,1,6,3,1,0.5,3,1,0,Watching web series,1,1,"Friends , relatives"
R844,1,36,4,3,0,2,1,10,1,2,1,3,2,0,Sleeping,1,1,Colleagues
R845,1,23,4,3,0,2,0.5,7,3,2,1,3,1,0,Talking,1,1,Travelling
R846,0,32,2,2,0,3,0,9,2,6,0.5,3,2,0,Reading books,0,1,School/college
R847,0,24,2,2,1,3,0.5,9,2,5,0,2,1,0,Sleeping,1,1,Family
R848,0,20,5,2,0,4,1,8,2,2,1,3,1,0,Listening to music,0,1,Roaming around freely
R849,1,22,2,4,0,3,1,8,2,0,1,3,0,0,Online surfing,1,1,Eating outside
R850,1,20,5,0,0,1,0,8,1,2,0.5,2,1,0,Listening to music,0,1,"Friends , relatives"
R851,1,21,4,0,0,2,0,10,2,1,0,3,2,0,Listening to music,0,0,School/college
R852,0,38,4,0,0,3,1,6,2,2,2,3,1,0,Sleeping,1,1,Travelling
R853,1,27,3,3,0,2,1,8,2,0,0.5,4,0,1,Web Series,0,0,Travelling
R854,0,20,2,2,0,2,0,7,2,1,1,3,2,0,Scrolling through social media,0,1,"Friends , relatives"
R855,0,21,2,0,0,12,1,9,5,2,1,3,2,0,Online gaming,1,1,"Friends , relatives"
R856,1,20,8,0,0,2,0,6,2,3,3,3,0,0,Listening to music,0,1,Eating outside
R857,1,20,4,2,1,1,0,6,10,11,2,1,1,0,Online surfing,0,0,School/college
R858,1,22,5,2,1,4,1,6,2,0,2,3,2,0,Listening to music,1,1,School/college
R859,1,21,3,0,0,2,1,8,0.75,1,1,3,1,0,Listening to music,0,0,Badminton in court
R860,0,21,3,0,0,1,0,8,1,0,0,3,2,0,Listening to music,0,1,Roaming around freely
R861,1,21,4,0,1,6,0,9,2,2,0,2,1,0,Listening to music,0,1,School/college
R862,1,21,4,0,1,1,1,7,2,0,0,4,2,0,Scrolling through social media,1,1,Eating outside
R863,1,21,4,2,1,2,2,12,2,0,0,2,0,0,Online surfing,0,1,"Friends , relatives"
R864,1,20,5,2,1,5,1,6,2,0,1,3,2,0,Listening to music,0,1,School/college
R865,1,33,2,0,0,1,1,7,1,2,0,3,1,1,Online surfing,0,1,Travelling
R866,1,20,4,0,1,5,1,10,3,1,0,2,1,0,Listening to music,0,0,School/college
R867,1,21,3,2,1,2,2,7,1,1,3,2,1,0,Workout and listening music,1,1,Travelling
R868,1,20,6,2,0,2,2,7,3,1,1,4,0,0,Meditation,1,0,"Friends , relatives"
R869,1,37,2,3,0,1,1,7,0.5,1,1,2,1,0,Listening to music,1,1,Travelling
R870,1,22,5,2,1,3,0,8,3,0,0,3,1,0,Both listining music and scrolling down social media,0,1,School/college
R871,0,33,4,2,0,1,0,7,1,1,0,4,2,0,Cooking,1,1,School/college
R872,0,17,1,0,1,2,0,7,2,7,1,3,2,1,Dancing,0,0,"Friends , relatives"
R873,0,20,4,2,1,5,1,7,0.5,0,0,3,0,0,Listening to music,1,1,School/college
R874,1,19,2,2,0,2,1,9,2,0,1,4,1,0,Listening to music,0,0,"Friends , relatives"
R875,0,20,4,2,1,3,1,7,1,2,1,2,2,0,Meditation,1,1,Travelling
R876,0,21,3,0,1,4,1,5,2,2,0,3,1,0,Sleeping,1,1,School/college
R877,1,17,7,0,1,2,1,6,3,2,1,3,2,0,Watching web series,0,1,Travelling
R878,0,20,3,1,1,2,0,7,3,2,1,2,0,1,Watching web series,0,1,"Friends, relatives & travelling"
R879,0,20,7,0,0,4,0,7,2,0,1,3,1,0,Online gaming,1,1,Travelling
R880,0,19,10,2,0,3,1,5,1,0,0.5,4,1,0,Reading books,0,0,"Friends , relatives"
R881,0,21,5,2,0,2,0,9,1,0,2,3,1,0,Listening to music,0,0,ALL
R882,0,20,8,2,0,5,1,5,3,0,0.5,3,1,0,Listening to music,0,1,Roaming around freely
R883,0,36,5,3,0,4,1,5,1,1,1,2,1,0,Reading,1,1,Travelling
R884,0,20,4,0,1,4,0,8,1,0,0,3,1,0,Meditation,0,0,Eating outside
R885,0,31,4,3,0,3,2,9,2,3,0,2,0,0,Talking,1,1,Travelling
R886,1,22,6,0,0,4,0,8,2,1,0.5,4,2,0,Sleeping,0,0,School/college
R887,1,22,5,2,1,4,1,8,2,2,1,2,0,0,Listening to music,1,1,Travelling
R888,1,28,3,3,0,2,1,8,4,0,1,3,1,0,Reading,1,1,Travelling
R889,0,16,5,0,1,1,0,10,3,1,0,2,0,0,Scrolling through social media,0,0,"Friends , relatives"
R890,1,20,2,2,1,3,0,12,7,0,1.5,4,0,1,Scrolling through social media,0,0,School/college
R891,0,21,2,0,1,4,0,8,1,1,2,3,2,1,Listening to music,0,0,Roaming around freely
R892,1,19,4,2,0,3,2,7,4,0,0,3,0,0,Online gaming,0,1,Travelling
R893,1,20,6,2,0,2,1,8,2,0,1,3,1,0,Sleeping,1,1,Roaming around freely
R894,0,14,2,3,1,2,1,8,3,1,1,3,2,0,Sleeping,0,1,School/college
R895,0,26,1,2,1,3,1,8,4,2,0,3,0,1,Watching web series,0,1,Roaming around freely
R896,1,21,3,0,0,2,0,8,6,0,5,4,2,0,Listening to music,0,1,Roaming around freely
R897,0,34,1,3,1,3,0.5,7,0,6,1,1,1,0,Listening to music,0,0,Colleagues
R898,1,19,5,0,1,2,0,6,3,0,0,1,2,0,Online gaming,0,1,Travelling
R899,1,19,8,0,0,2,1,6,2,1,0,3,1,0,Sleeping,0,0,Roaming around freely
R900,0,21,7,3,4,7,0,10,3,1,0,3,1,0,Sleeping,1,1,School/college
R901,0,23,4,0,0,1,0,7,8,4,2,3,0,0,Online surfing,0,1,Travelling
R902,1,19,5,0,1,2,0,7,3,0,0,3,2,0,Scrolling through social media,1,1,Eating outside
R903,1,27,1,2,0,2,0,8,3,0,2,3,2,0,Cooking,1,1,Travelling
R904,0,33,3,2,1,1,0,6,1,1,4,2,0,1,Sleeping,0,1,Roaming around freely
R905,0,21,5,2,1,3,1,11,3,2,2,3,1,0,Cooking,0,0,School/college
R906,0,21,2,0,1,3,0,8,4,1,1,3,1,0,Watching web series,0,0,All
R907,0,24,0,0,1,1,0,5,4,3,6,3,0,1,Scrolling through social media,0,1,"Friends , relatives"
R908,0,23,0,3,0,0,0,8,3,2,0,1,1,0,Social Media,0,0,Gym
R909,1,20,5,3,0,1,1,8,1,0,1,4,0,0,Listening to music,1,1,Colleagues
R910,0,29,10,3,0,7,1,6,7,1,2,2,1,0,Web Series,1,1,Eating outside
R911,0,20,4,2,0,1,1,10,5,0,0.3,3,0,0,Online surfing,1,1,Travelling
R912,1,21,1,3,1,5,0,7,2,3,2,2,1,0,Dancing,0,0,School/college
R913,0,21,6,2,0,2,1,8,5,0,2,2,2,0,Reading books,0,1,Roaming around freely
R914,1,19,7,2,0,1,1,5,6,0,1,3,1,0,Dancing,0,1,"Friends , relatives"
R915,1,19,5,2,1,6,2,5,4,0,0,3,1,0,Scrolling through social media,1,1,School/college
R916,1,39,2,4,2,1,1,7,1,1,0.5,3,1,0,Cooking,0,1,"Friends , relatives"
R917,0,20,3,2,1,2,0,8,1,4,1,3,1,0,Meditation,0,1,School/college
R918,1,19,5,2,0,2,0.5,8,2,1,1,3,2,0,Listening to music,0,1,Roaming around freely
R919,0,23,2,2,0,6,2,7,4,4,2,4,1,0,Online surfing,1,1,Roaming around freely
R920,0,21,5,2,0,2,0,10,2,1,0.5,3,2,0,Listening to music,1,0,School/college
R921,0,10,5,2,0,2,1,9,1.5,1,1,4,2,0,Online gaming,1,1,everything
R922,1,14,5,2,2,1,1,9,1,2,4,3,2,0,Online gaming,1,1,"Friends , relatives"
R923,0,9,5,4,5,2,0.6,7,1,1,0,4,1,0,Online gaming,1,1,Eating outside
R924,0,22,4,2,0,3,1,7,1,5,2,3,0,0,Online gaming,1,1,Roaming around freely
R925,0,13,4,3,0,2,0,10,3,2,0,4,1,0,Online gaming,0,1,Colleagues
R926,1,23,2,0,1,2,1,6,3,1,0,3,2,0,Listening to music,0,0,School/college
R927,1,13,5,0,1,1,0.6,7,4,2,2,4,0,0,Listening to music,0,1,School/college
R928,0,21,1,3,0,3,1,10,3,0,1,3,2,0,Social Media,1,1,School/college
R929,0,34,3,2,1,6,0,6,1,1,1,3,1,0,Listening to music,1,1,School/college
R930,1,14,9,3,1,2,1,9,1,0,0,2,1,0,Online gaming,1,1,Colleagues
R931,1,32,2,2,1,2,1,6,1,2,0,1,1,0,Listening to music,1,1,Travelling
R932,0,21,3,2,1,2,1,8,6,1,3,2,1,0,Painting,0,1,School/college
R933,1,19,3,4,1,0,1,6,4,4,1,3,1,0,Listening to music,1,0,School/college
R934,0,14,5,2,2,3,1,6,4,2,0,2,2,1,Listening to music,1,1,Travelling
R935,1,22,1,2,1,1,0,9,3,0,0,3,2,0,Listening to music,1,1,Eating outside
R936,0,26,9,0,0,2,0,5,3,3,1,3,2,0,Reading books,1,1,School/college
R937,0,21,2,0,1,2,0,7,1,2,1,3,1,1,Listening to music,0,1,School/college
R938,1,22,1,0,0,6,0,6,2,1,0,2,2,1,Watching web series,1,1,Travelling
R939,0,21,2,2,0,3,1,8,6,0,2,3,1,0,Dancing,1,1,Travelling
R940,0,40,5,4,0,4,1,7,6,3,2,3,1,0,Listening to music,1,1,School/college
R941,0,15,2,3,0,2,0,11,5,2,0,3,1,0,Web Series,0,1,Nothing
R942,1,16,3,2,1,3,0,10,5,0,3,4,1,0,Listening to music,0,1,Eating outside
R943,0,20,4,0,1,3,1,8,5,2,2,4,2,0,Reading books,1,1,Roaming around freely
R944,0,22,2,0,0,1,0,8,4,1,0,2,1,0,Online gaming,0,1,"Friends , relatives"
R945,0,22,4,2,0,6,0,8,5,0,1,3,2,0,Listening to music,0,1,Eating outside
R946,1,23,2,3,1,7,0,7,4,0,1,4,2,0,Dancing,0,1,Travelling
R947,1,21,4,3,0,10,1,7,3,1,0,3,1,1,Listening to music,0,1,Travelling
R948,0,17,3,2,1,2,1,8,5,1,3.5,1,1,0,Watching web series,1,1,School/college
R949,1,24,0,2,0,10,1,8,1,1,0,3,2,0,Talking to your relatives,1,1,School/college
R950,1,19,1,2,1,0,0,8,6,0,2,2,0,1,Online gaming,0,0,Eating outside
R951,1,23,10,2,0,1,0,8,8,2,1,3,0,0,Watching web series,1,1,Travelling
R952,1,21,6,2,1,2,1,7,3,1,1,3,0,0,Reading books,1,1,"Friends , relatives"
R953,1,14,6,3,2,2,0,8.3,1,2,2.5,3,2,0,Online gaming,0,1,All
R954,0,14,3,3,1,1,0,8,3,2,1,4,1,0,Web Series,0,1,Colleagues
R955,1,23,2,2,0,6,1,7,2,3,1,3,2,0,Online gaming,0,1,School/college
R957,0,33,2,2,1,1,0,6,1,1,0.5,2,1,0,Meditation,0,1,Travelling
R958,1,11,4,3,1,2,0,9,1,1,0,3,1,0,Sleeping,1,1,School/college
R959,1,20,3,3,0,2,1,10,2,0,0,4,2,0,Sleeping,1,1,Colleagues
R960,0,23,2,2,1,2,0.3,8,1,1,0,3,0,0,Meditation,1,1,"Friends , relatives"
R962,1,18,0,1,1,0,2,12,1,5,0,7,2,0,Online gaming,0,1,Roaming around freely
R963,1,21,4,2,1,8,0,6,1,2,0,2,0,1,Online surfing,0,0,Travelling
R964,1,38,2,0,0,4,0,7,3,1,1,3,2,0,Scrolling through social media,0,0,Roaming around freely
