ID,Region of residence,Age of Subject,Time spent on Online Class,Rating of Online Class experience,Medium for online class,Time spent on self study,Time spent on fitness,Time spent on sleep,Time spent on social media,Prefered social media platform,Time spent on TV,Number of meals per day,Change in your weight,Healthissueduringlockdown,Stress busters,Time utilized,Relationship with around,What you miss the most
R965,1,20,5,3,0,5,0,8,3,2,0,2,1,0,Reading,1,0,Colleagues
R967,1,11,2,4,1,1,0,10,3,2,2,3,2,0,Online gaming,1,1,"Friends , relatives"
R968,0,22,0,3,0,4,1,7,3,0,0,3,2,0,Listening to music,0,1,Travelling
R970,1,21,8,0,0,1,1,9,2,0,0,3,1,1,Scrolling through social media,0,0,Eating outside
R971,1,26,0,0,1,0,0,12,2,3,2,2,1,1,Listening to music,0,0,School/college
R972,0,23,2,0,0,1,1,7.5,1,1,2,3,1,0,Online gaming,1,1,Travelling
R973,1,19,3,2,1,5,1,6,1,2,0,2,1,0,Reading books,1,1,"Friends , relatives"
R974,1,21,5,2,1,3,1,8,4,2,0,4,1,1,Cooking,0,0,School/college
R975,1,20,4,0,0,3,0,9,2,0,1,2,1,0,Scrolling through social media,1,0,School/college
R976,0,19,1,3,0,2,0,8,1,1,0.3,3,1,0,Dancing,0,1,School/college
R977,0,20,4,0,1,2,0,10,1,0,0,3,0,0,Sleeping,0,0,Roaming around freely
R978,1,19,2,2,0,3,0.5,8,2,0,1,3,2,0,Watching web series,0,0,School/college
R979,1,17,4,3,0,2,1,10,6,1,4,4,2,0,Listening to music,1,1,Colleagues
R980,1,20,10,0,0,2,1,8,5,0,0,3,1,0,Scrolling through social media,0,0,Nothing
R981,0,20,4,3,1,2,1,8,2,0,0.1,4,1,0,Cooking,1,1,School/college
R982,0,27,4,2,1,2,0,7,8,2,4,3,2,0,Listening to music,0,1,Travelling
R983,1,18,7,0,1,4,0,9,2,0,0,2,0,0,Online surfing,0,1,School/college
R984,0,18,8,3,1,2,0.25,7,1.5,0,1,3,2,0,Talking,0,0,School/college
R985,0,19,6,2,1,4,1,6,5,1,2,3,1,0,Online gaming,0,0,School/college
R986,1,18,5,0,1,0,0,7,1,0,0.5,3,0,0,Online gaming,1,0,School/college
R987,0,20,4,3,1,2,1,8,2,0,0.1,4,1,0,Cooking,1,1,School/college
R988,0,19,6,0,0,2,0,8,2,0,0,3,2,0,Listening to music,0,0,Roaming around freely
R989,1,19,6,2,0,5,1,7,3,0,0.3,4,2,0,Watching web series,1,1,School/college
R990,1,18,8,0,1,0,1,6,5,1,0,2,0,0,Online gaming,0,1,Roaming around freely
R991,1,18,4,0,1,0,1,8,2,0,0.3,3,1,0,Sketching,1,1,"Friends , relatives"
R992,1,19,8,3,1,2,2,8,5,0,1,2,0,1,Dancing,0,1,School/college
R993,1,26,1,2,1,1,0,8,3,4,0,3,2,0,Listening to music,0,1,School/college
R994,0,18,8,2,1,3,1,5,4,2,2,2,0,0,Listening to music,0,0,School/college
R995,0,19,2,3,1,2,1,8,3,1,2,1,0,1,Listening to music,0,1,School/college
R996,0,18,5,2,1,2,0,6,1,0,0,3,1,0,Talking to your relatives,0,1,School/college
R997,0,21,2,2,0,1,0,12,3,0,0,2,2,0,Listening to music,0,1,School/college
R998,0,19,0,0,0,8,0,8,10,0,0,3,1,1,Talking to your relatives,1,1,"Friends , relatives"
R999,0,23,2,2,0,2,2,7,5,1,2,2,1,0,Scrolling through social media,0,1,"Friends , relatives"
R1000,0,22,4,3,0,2,0,9,3,0,1,2,2,0,Listening to music,1,1,School/college
R1001,1,19,8,2,1,4,0,6,1,1,2,2,1,0,Sleeping,0,1,School/college
R1002,0,19,6,3,0,2,0,8,10,0,0,4,2,0,Social Media,0,1,School/college
R1004,1,18,6,0,1,4,0,7,3,0,0.3,4,0,0,Online surfing,1,1,School/college
R1005,0,12,0,4,1,3,1,8,1,1,2,2,2,0,Reading books,1,1,School/college
R1006,0,18,5,3,1,3,2,8,3,2,0,3,1,0,Listening to music,0,1,Travelling
R1007,1,19,4,0,0,3,0,8,2,2,0,3,1,0,Listening to music,1,0,Roaming around freely
R1008,1,19,6,2,0,2,2,6,3,0,0.3,2,2,0,Listening to music,0,1,School/college
R1009,1,20,3,0,0,2,0,7,3,0,0,4,0,1,Reading books,0,0,School/college
R1010,0,26,4,0,1,2,0,7,2,0,0,3,2,0,Listening to music,0,1,Travelling
R1011,0,20,3,0,0,2,1,8,1,1,1,4,2,0,Online gaming,0,1,School/college
R1012,0,23,4,3,1,2,1,7,3,3,1,3,1,1,Cooking,1,1,Colleagues
R1013,1,26,4,0,1,3,1,7,2,2,1,3,1,0,Listening to music,0,0,Roaming around freely
R1014,1,19,4,2,0,2,0.5,8,2,1,1,2,1,0,Watching web series,0,0,"Friends , relatives"
R1015,0,22,0,3,0,2,1,9,2,0,2,2,1,0,Sleeping,1,1,School/college
R1016,0,23,3,2,1,4,1,8,3,1,2,3,1,0,Online surfing,1,0,School/college
R1017,1,20,2,3,1,3,1,6,2,1,3,2,1,0,Sleeping,0,1,Travelling
R1018,0,29,5,2,0,3,1,8,2,3,2,3,1,0,Watching web series,1,1,Travelling
R1019,0,28,5,3,0,4,1,10,2,1,1,3,1,0,Online gaming,1,1,School/college
R1020,1,32,3,2,0,2,0,6,2,1,0.3,3,2,1,Talking to your relatives,1,1,"Friends , relatives"
R1021,0,21,0,1,1,1,2,7,2,0,0.5,4,0,0,Meditation,1,1,Travelling
R1022,0,24,1,3,1,3,2,8,2,2,0,2,1,0,Social Media,1,1,Eating outside
R1023,1,25,0,3,0,4,1,8,2,1,0,2,1,1,Web Series,0,1,Travelling
R1024,1,32,4,2,0,4,1,6,0.3,1,0,3,1,0,Cooking,1,1,School/college
R1025,1,35,1,3,1,3,1,7,2,1,0,2,1,0,Talking,1,1,Travelling
R1026,1,27,0,3,1,2,0,8,2,2,2,3,1,0,Sleeping,0,1,Travelling
R1027,1,36,3,2,0,2,0,10,2,2,0,3,2,0,Watching web series,0,0,Travelling
R1028,1,22,5,0,0,1,1,8,1,5,0.5,3,0,1,Sleeping,1,1,Eating outside
R1029,1,20,6,3,0,4,1,6,1,0,0,3,2,0,Listening to music,1,1,School/college
R1030,0,16,4,0,1,2,0,9,2,2,0,2,1,0,Scrolling through social media,0,1,School/college
R1031,0,38,2,2,0,3,1,5,3,1,0,3,2,0,Listening to music,1,0,Roaming around freely
R1032,1,24,2,3,1,0,1,9,5,0,3,4,2,0,Online gaming,1,1,Colleagues
R1033,0,25,0,0,1,2,0,7,5,4,0,3,1,0,Listening to music,0,1,Roaming around freely
R1034,0,20,2,0,1,8,1,6,1,2,0,3,1,0,Watching web series,1,1,"Friends , relatives"
R1035,1,22,2,0,1,1,0,9,3,2,2,2,0,1,Listening to music,0,1,School/college
R1036,1,23,4,2,1,3,1,8,2,1,0,4,1,0,Scrolling through social media,0,1,School/college
R1037,0,24,2,0,1,6,0,12,4,5,0,4,1,0,Scrolling through social media,0,1,School/college
R1038,1,20,0,2,1,0,2,9,2,2,0.5,3,1,0,Sports,0,1,School/college
R1040,0,20,5,2,0,4,1,8,1.5,0,1,3,2,0,Listening to music,0,1,Eating outside
R1041,0,19,3,0,0,3,0,8,3,1,0,3,1,1,Scrolling through social media,0,0,Eating outside
R1042,0,18,4,0,0,1,1,10,3,1,1,4,2,0,Reading books,0,0,Eating outside
R1043,0,20,5,0,0,3,0.5,10,3,1,2,3,2,0,Sleeping,1,0,"Friends , relatives"
R1044,0,21,6,3,0,4,1,8,2,1,0.5,3,1,0,Web Series,1,1,Travelling
R1045,0,20,2,0,0,1,0,6,1,5,2,3,0,0,Listening to music,0,0,Roaming around freely
R1046,0,20,2,3,1,2,1,8,2,0,3,3,0,0,Sleeping,1,1,Colleagues
R1047,0,21,4,4,0,2,0,8,0.5,1,4,3,2,1,Meditation,1,1,"Friends , relatives"
R1048,1,22,2,2,0,2,1,8,3,1,0.5,3,1,0,Scrolling through social media,0,0,"Friends , relatives"
R1049,1,22,2,0,1,3,1,10,4,0,2,4,1,0,Scrolling through social media,0,1,Eating outside
R1050,1,21,0,1,1,1,0,7,0,1,0,2,2,0,Reading books,1,1,"Friends , relatives"
R1051,1,19,4,0,0,3,0,10,4,2,0,2,2,1,Sleeping,0,0,School/college
R1052,1,18,2,2,1,2,1,8,1.3,0,2,4,1,0,Drawing and painting and sketching,0,1,"Friends , relatives"
R1053,1,20,3,0,1,2,0,6,3,0,0,2,2,0,Reading books,1,0,Roaming around freely
R1054,1,20,3,2,1,3,1,11,3,4,0,3,1,0,With a friend,0,1,School/college
R1055,0,18,0,3,1,3,1,7,2,0,1,4,1,0,Meditation,1,1,Colleagues
R1056,1,31,8,0,0,1,0,8,2,1,1,2,1,0,Online gaming,0,1,Roaming around freely
R1057,1,18,6,0,0,2,0,8,1,0,0.5,2,2,0,Watching web series,0,1,School/college
R1058,0,23,2,3,1,1,1,5,2,6,1,2,0,0,Cooking,1,1,Nothing
R1059,0,20,3,2,0,2,0,9,5,2,0,4,2,0,Scrolling through social media,0,0,Eating outside
R1060,1,33,4,2,1,2,1,6,4,2,1,3,2,1,Talking to your relatives,1,1,School/college
R1061,1,24,2,2,1,4,0,6,3,0,0,4,2,0,Watching web series,0,1,Travelling
R1062,0,17,5,0,0,0.5,0.3,7.5,0.5,2,0.3,3,1,0,Online gaming,1,0,Travelling
R1063,0,15,4,2,0,3,0,8,2,0,1,3,1,0,Painting,1,1,Eating outside
R1064,0,17,4,2,0,5,2,7,0.4,2,0.5,3,1,0,"Reading books, music, exercise",0,1,Friends and roaming around freely
R1065,0,16,4,4,5,3,1,8,5,2,5,3,2,0,Listening to music,0,0,Roaming around freely
R1066,0,15,8,2,2,4,0,5,2,2,1,3,1,0,Watching ted talks and music and books,1,0,School/college
R1067,0,16,8,3,1,5,0,9,1,2,0,2,2,0,Social Media,0,0,Colleagues
R1068,0,16,5,2,0,2,1,10,1,6,2,4,2,0,Listening to music,1,1,Travelling
R1069,0,15,7,3,1,3,2,6,0,1,1,3,1,0,Sleeping,0,1,School/college
R1070,0,16,5,0,1,1,2,10,1.5,0,0,3,1,0,Online gaming,0,0,Roaming around freely
R1071,1,16,4,0,1,4,1,7,2,0,0,3,1,0,Watching web series,0,1,"Friends , relatives"
R1072,1,16,7,3,2,3,0,8,0.5,1,0,2,0,0,Listening to music,0,0,All
R1073,0,30,2,0,0,0,1,8,1,2,8,4,2,0,Watching web series,0,0,NOTHING
R1074,0,16,5,0,1,2,0.5,7,1,2,2,3,1,0,Calling friends,0,1,"Friends , relatives"
R1075,1,15,5,2,0,4,1,8,2,1,1,3,1,0,Listening to music,1,1,"Friends , relatives"
R1076,1,16,4,2,0,8,1,8,0.5,2,0.5,4,0,0,Listening to music,1,1,School/college
R1077,1,15,4,0,0,4,0,5,4,2,0,3,0,0,Online gaming,0,0,School/college
R1078,1,15,4,3,1,4,1,7,2,2,1,4,1,0,Online gaming,1,1,School/college
R1079,1,15,8,0,1,2,0,8,1,2,0,3,2,0,Online gaming,0,1,School/college
R1080,1,16,7,3,1,2,0,8,0.5,2,1.5,3,1,0,Talking,0,1,School/college
R1081,1,15,3,2,1,4,0.5,7,1,0,1.5,4,2,0,Listening to music,1,1,Eating outside
R1082,0,16,8,2,0,1,0.3,8,0,9,0,2,2,1,no stress,0,0,"Friends , relatives"
R1083,1,16,7,2,0,3,0,8,3,2,2,2,1,0,"Drawing, painting",0,0,School/college
R1084,1,15,4,2,0,4,1,7,1,1,1.5,3,1,0,Reading books,1,1,"Friends , relatives"
R1085,1,16,8,2,0,8,0,7,2,1,0,3,1,0,Listening to music,0,0,School/college
R1087,1,15,5,4,0,4,0.5,8,0,6,1,3,1,0,Sleeping,1,1,"Friends , relatives"
R1088,1,16,8,2,1,4,0,5,8,1,3,3,1,0,Listening to music,1,1,"Friends , relatives"
R1089,1,16,8,3,0,4,0,7,2,1,0,2,2,0,Social Media,0,1,School/college
R1090,1,16,4,3,1,4,1,7,2,1,1,2,1,0,Listening to music,1,1,Colleagues
R1091,1,16,7,3,1,3,0,7,2,0,1,2,2,0,Listening to music,0,1,Colleagues
R1092,1,16,6,2,0,1,0.5,9,1,1,1,2,0,0,All reading books watching web series listening to music and talking to friends,0,1,"Friends , relatives"
R1093,1,17,6,2,1,1,0,8,1,8,0,2,1,0,Online gaming,0,0,Metro
R1094,1,16,8,0,1,5,1,8,1,4,1,3,1,0,Sleeping,1,1,"Friends , relatives"
R1095,1,16,4,2,0,1,1,9,2,2,0.4,4,1,0,Online gaming,1,0,"Friends , relatives"
R1096,1,15,9,4,0,10,0.5,6,0,1,2,3,1,0,Reading books,0,1,"Friends , relatives"
R1097,1,17,3,0,1,6,0,8,2,2,0,3,1,0,Online gaming,1,1,School/college
R1098,1,16,6,0,1,3,1,10,1,2,0.5,3,1,0,Sleeping,1,1,ALL
R1099,1,16,8,2,0,0,0,6,6,0,0,3,1,0,Listening to music,0,0,School/college
R1100,1,16,8,2,0,1,0,8,1,2,2,2,1,0,Online gaming,1,1,School/college
R1101,1,15,5,0,1,3,1,9,3,0,0,3,0,0,Scrolling through social media,1,1,Eating outside
R1102,1,16,4,3,1,3,1,8,1,1,1,4,1,0,Talking,1,0,Eating outside
R1103,1,17,4,0,0,0,1,7,1,2,3,4,2,0,Online gaming,0,0,"Friends , relatives"
R1104,1,25,5,2,0,1,3,6,5,0,0,3,0,0,Watching web series,1,1,Travelling
R1105,1,20,0,0,1,6,1,9,3,2,0,3,2,0,Listening to music,1,1,Travelling
R1106,1,16,5,0,1,2,1,8,1,1,4,2,2,0,Talking to your relatives,0,1,"Friends , relatives"
R1107,1,16,4,0,1,5,1,7,1,0,1,3,2,0,Online surfing,1,0,Roaming around freely
R1108,1,15,5,3,0,2,2,6,0.5,1,2,3,1,0,Social Media,0,0,Travelling
R1109,1,16,4,0,1,2,2,6,5,2,0,4,2,0,Sleeping,0,1,School/college
R1110,1,24,6,2,1,6,0,7,2,2,0,3,0,0,Do some home related stuff,1,0,Travelling
R1111,1,16,5,4,1,1,1,11,0,1,2,3,1,0,Listening to music,0,1,"Friends , relatives"
R1112,1,16,5,2,0,4,0,6,1,0,0,3,1,0,Painting ,1,1,"Friends , relatives"
R1113,1,16,5,2,1,2,1,10,1,1,0.5,3,1,0,Listening to music,0,1,School/college
R1114,0,15,6,2,1,1,1,9,1,0,2,3,0,0,Listening to music,1,1,"Friends , relatives"
R1115,0,17,2,0,2,8,3,5,0,2,1,4,2,0,Youtube,0,1,School/college
R1116,1,16,5,2,0,8,2,5,2,2,0,4,1,0,Taking with parents,1,1,School/college
R1117,1,12,5,3,2,1,0,7,4,2,0,2,2,0,Online gaming,1,1,School/college
R1118,1,14,4,4,1,2,1,9,1,1,2,3,1,0,Listening to music,1,1,"Friends , relatives"
R1119,0,13,4,4,1,3,0.25,8,1,2,0.5,1,2,0,Online gaming,1,1,"Friends , relatives"
R1120,0,12,5,3,1,5,0,6,1,2,2,2,1,0,Listening to music,1,1,Colleagues
R1121,1,15,6,2,1,11,0.25,7,5,2,0,4,2,0,"Online gaming , surfing and listening to music ",1,1,Travelling
R1122,1,13,5,4,2,4,1,8,0,2,0.5,4,1,0,Listening to music,1,0,School/college
R1123,0,12,4,3,2,1,1,9,1,2,3,3,2,0,Listening to music,0,1,Colleagues
R1124,0,13,6,3,1,2,2,6,1,2,1,1,0,0,Listening to music,1,1,Colleagues
R1125,1,16,4,3,0,1,1,7,1,0,3,2,1,0,Listening to music,1,1,Travelling
R1126,1,12,4,4,1,2,1,6,0,2,2,2,1,1,Listening to music,1,1,"Friends , relatives"
R1127,1,14,4,3,1,3.5,0,9,2,2,3,3,1,0,Listening to music,1,1,School/college
R1128,1,13,8,3,1,3,1,13,1,1,2,2,2,0,Meditation,0,1,Colleagues
R1129,1,13,6,2,0,2,0,5,1,2,0,3,1,0,Online gaming,0,0,"Friends , relatives"
R1130,1,14,6,2,0,8,1,8,1,2,0.1,2,1,0,Scrolling through social media,0,0,Roaming around freely
R1131,1,14,4,2,1,0,1,9,3,2,1,3,1,0,Online gaming,1,1,School/college
R1132,1,14,6,3,1,3,1,7,1,1,1,4,1,0,Sleeping,1,1,School/college
R1133,1,14,6,2,1,2,1,4,1,2,2,3,1,0,Dancing,1,0,"Friends , relatives"
R1134,1,14,4,4,1,2,2,12,1,1,2,3,0,0,Watching web series,1,1,School/college
R1135,0,13,5,3,2,4,1,8,1,2,0,2,0,0,Listening to music,1,0,Colleagues
R1136,1,18,7,2,1,4,0,6,1,1,0,2,1,0,Listening to music,0,0,"Friends , relatives"
R1137,1,13,3,3,2,4,1,7,1,2,3,3,2,0,Online gaming,0,1,School/college
R1138,1,14,6,2,1,3,1,10,1,1,2,4,1,0,Sleeping,1,1,School/college
R1139,1,13,3,0,1,1,2,7,3,2,2,3,1,0,Online gaming,0,1,Nothing
R1140,1,13,4,2,1,2,1,8,2,2,5,3,1,0,I play Rubiks cube,0,1,ALL
R1141,1,12,5.5,3,1,2,1,7,3,2,1,2,1,0,Social Media,1,1,School/college
R1142,1,11,4,4,1,2,0,11,1,1,2,2,1,0,Meditation,1,1,"Friends , relatives"
R1143,1,12,6,4,2,2,0.5,9,1,1,1,3,2,0,Youtube,1,1,"Friends , relatives"
R1144,1,13,2,3,1,2,1,6,1,1,0,2,0,0,Listening to music,0,1,Eating outside
R1145,1,14,6,3,0,3,1,6,1,2,1,3,1,0,Sleeping,1,1,School/college
R1146,1,16,4,2,1,2,0,5,1,2,1,3,2,0,Online gaming,1,0,Travelling
R1147,1,10,4,3,1,2,1,7,0,6,1,3,1,0,Talking,1,1,School/college
R1148,1,13,5,4,1,3,1,8,2,2,1,2,2,0,Reading books,1,1,School/college
R1149,0,12,4,2,1,1,1,8,2,2,0.5,2,1,0,Scrolling through social media,1,1,"Friends , relatives"
R1150,1,15,8,3,0,1.5,0.5,8,0.5,1,0.3,3,1,0,Online gaming,0,1,Colleagues
R1151,1,14,5,2,5,2,0,9,0.5,1,0.5,4,2,1,Listening to music,1,1,Travelling
R1152,1,14,3,2,1,1,1,10,1,1,2,2,0,0,Listening to music,1,1,"Friends , relatives"
R1153,1,13,4,2,1,1,0,10,1,6,1,2,1,0,Online gaming,0,1,"Friends , relatives"
R1154,1,15,4,0,1,2,1,9,0.5,0,2,4,1,0,Online gaming,1,1,"Friends , relatives"
R1155,0,17,6,0,1,3,1,7,1,0,1,2,0,0,Gym,0,1,School and friends.
R1156,0,22,5,2,0,4,0,8,3,3,0,2,2,0,Talking to your relatives,0,1,School/college
R1157,0,13,6,3,1,2,0,11,1,1,0.5,3,1,0,Online gaming,1,1,Colleagues
R1158,0,11,5,2,1,2,1,8,1,1,0.5,1,0,0,Watching web series,1,0,School/college
R1159,1,13,4,3,1,1,0.5,7,1,0,2,4,2,0,Listening to music,1,1,School/college
R1160,0,14,5,4,1,2,0,12,2,2,1,3,1,0,Listening to music,0,1,"Friends , relatives"
R1161,1,12,6,3,0,2,2,8,7,7,2,3,1,0,Social Media,1,1,Eating outside
R1162,1,13,4,4,0,4,1,8,0,1,1,2,1,0,Listening to music and reading books both . ,1,1,ALL
R1164,1,12,4,3,1,2,1,8,0,1,3,4,1,0,Meditation,1,1,Colleagues
R1165,1,12,5,4,0,3,1,7,0,6,2,2,1,0,Listening to music,1,1,Eating outside
R1166,1,13,6,4,1,7,0,5,0,2,0,3,1,0,"Poetry, writing books and novels , listening to music too",1,0,Nothing
R1167,0,14,6,4,0,1,2,7,1,1,1,4,2,0,Sleeping,1,1,Roaming around freely
R1168,1,14,6,3,1,2,1,8,1,1,1,1,0,0,Social Media,0,1,Colleagues
R1169,1,12,6,4,1,5,1,8,2,2,1,2,1,0,Listening to music,1,1,School/college
R1171,1,14,6,2,1,2,0.5,10,1,1,1,3,1,0,Sleeping,1,1,School and my school friends
R1172,1,14,3,4,1,5,2,12,0.25,1,0,3,2,0,Sleeping,1,1,School/college
R1173,1,12,4,4,1,3,2,10,1,1,1,4,2,0,Sleeping,1,1,"Friends , relatives"
R1174,1,14,4,4,1,2,1,6,1,1,1,2,1,0,Listening to music,1,1,School/college
R1175,1,13,6,0,0,3,1,8,2,1,2,3,0,0,Listening to music,1,0,"Friends , relatives"
R1176,1,12,5,4,1,2,1,12,0,2,1,3,1,0,Dancing,1,1,"Friends , relatives"
R1177,1,13,5,4,0,4,1,8,1,1,1.5,3,0,0,Listening to music,1,1,School/college
R1178,1,12,4,0,1,1.5,0,9,5,2,1,4,2,0,Painting,0,1,"Friends , relatives"
R1179,1,13,6,4,0,2,0.5,9,1,1,3,4,1,0,Online gaming,1,1,"Friends , relatives"
R1180,1,12,6,2,1,3,1,9,1,1,1,4,1,0,Listening to music,0,1,Roaming around freely
R1181,1,12,5,3,0,2,0,8,2,2,1,3,1,0,Listening to music,1,0,Colleagues
R1182,1,13,6,3,2,2,1,6,1,2,2,3,0,0,Dancing,1,1,Colleagues
R1183,1,16,7.5,3,0,4.5,0,6,0.5,1,2,4,1,0,Listening to music,1,1,Colleagues
R1184,0,13,5,4,0,6,1,6,0,2,0,4,1,0,Listening to music,1,1,School/college
R1185,1,13,4,3,1,4,1,8,1,1,2,3,0,0,Reading,1,1,School/college
R1186,1,15,5,2,1,2,1,13,1,2,1,2,1,0,Online surfing,0,1,School/college
R1187,1,12,6,4,0,3,1,9,4,2,3,4,1,0,Talking to your relatives,1,1,School/college
R1188,1,13,8,2,0,2,1,7,1,1,1,3,0,0,Cooking,1,1,Travelling
R1189,1,15,5,3,2,4,1,7,2,1,0,4,2,0,Social Media,0,1,Travelling
R1190,1,13,3,0,1,1,0.5,8,3,2,1,3,1,0,Watching YouTube ,0,0,School/college
R1191,1,12,3,3,1,4,1,8,1,0,2,3,0,0,Dancing,1,1,Travelling
R1192,1,14,6,2,1,4,1,9,1,1,1,4,1,0,Listening to music,1,1,"Friends , relatives"
R1193,1,13,4,2,1,0,0.5,8,3,2,2,4,0,0,Online gaming,0,1,School/college
R1194,1,14,5,4,0,3.5,1,8,0.5,2,1,4,1,0,Reading books,1,1,School/college
R1195,1,13,5,3,2,2,0.5,7,1,1,1,3,1,0,Talking,1,1,School/college
